MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20150609,MA,0.00,100.00,54.15,0.00,0.00,0.00,2015-06-09,2015-06-15,1
20150602,MA,0.00,100.00,54.15,0.00,0.00,0.00,2015-06-02,2015-06-08,1
20150526,MA,0.00,100.00,100.00,0.00,0.00,0.00,2015-05-26,2015-06-01,1
20150519,MA,0.00,100.00,100.00,0.00,0.00,0.00,2015-05-19,2015-05-25,1
20150512,MA,0.00,100.00,0.00,0.00,0.00,0.00,2015-05-12,2015-05-18,1
20150505,MA,35.04,64.96,0.00,0.00,0.00,0.00,2015-05-05,2015-05-11,1
20150428,MA,99.99,0.01,0.00,0.00,0.00,0.00,2015-04-28,2015-05-04,1
20150421,MA,98.35,1.65,0.00,0.00,0.00,0.00,2015-04-21,2015-04-27,1
20150414,MA,97.98,2.02,0.00,0.00,0.00,0.00,2015-04-14,2015-04-20,1
20150407,MA,97.98,2.02,0.00,0.00,0.00,0.00,2015-04-07,2015-04-13,1
20150331,MA,99.75,0.25,0.00,0.00,0.00,0.00,2015-03-31,2015-04-06,1
20150324,MA,99.89,0.11,0.00,0.00,0.00,0.00,2015-03-24,2015-03-30,1
20150317,MA,100.00,0.00,0.00,0.00,0.00,0.00,2015-03-17,2015-03-23,1
20150310,MA,100.00,0.00,0.00,0.00,0.00,0.00,2015-03-10,2015-03-16,1
20150303,MA,100.00,0.00,0.00,0.00,0.00,0.00,2015-03-03,2015-03-09,1
20150224,MA,100.00,0.00,0.00,0.00,0.00,0.00,2015-02-24,2015-03-02,1
20150217,MA,100.00,0.00,0.00,0.00,0.00,0.00,2015-02-17,2015-02-23,1
20150210,MA,100.00,0.00,0.00,0.00,0.00,0.00,2015-02-10,2015-02-16,1
20150203,MA,100.00,0.00,0.00,0.00,0.00,0.00,2015-02-03,2015-02-09,1
20150127,MA,100.00,0.00,0.00,0.00,0.00,0.00,2015-01-27,2015-02-02,1
20150120,MA,100.00,0.00,0.00,0.00,0.00,0.00,2015-01-20,2015-01-26,1
20150113,MA,100.00,0.00,0.00,0.00,0.00,0.00,2015-01-13,2015-01-19,1
20150106,MA,100.00,0.00,0.00,0.00,0.00,0.00,2015-01-06,2015-01-12,1
20141230,MA,100.00,0.00,0.00,0.00,0.00,0.00,2014-12-30,2015-01-05,1
20141223,MA,100.00,0.00,0.00,0.00,0.00,0.00,2014-12-23,2014-12-29,1
20141216,MA,100.00,0.00,0.00,0.00,0.00,0.00,2014-12-16,2014-12-22,1
20141209,MA,99.14,0.86,0.00,0.00,0.00,0.00,2014-12-09,2014-12-15,1
20141202,MA,90.40,9.60,0.14,0.00,0.00,0.00,2014-12-02,2014-12-08,1
20141125,MA,67.53,32.47,0.15,0.00,0.00,0.00,2014-11-25,2014-12-01,1
20141118,MA,67.53,32.47,0.15,0.00,0.00,0.00,2014-11-18,2014-11-24,1
20141111,MA,67.53,32.47,0.15,0.00,0.00,0.00,2014-11-11,2014-11-17,1
20141104,MA,67.53,32.47,0.15,0.00,0.00,0.00,2014-11-04,2014-11-10,1
20141028,MA,52.78,47.22,0.15,0.00,0.00,0.00,2014-10-28,2014-11-03,1
20141021,MA,0.00,100.00,42.62,0.00,0.00,0.00,2014-10-21,2014-10-27,1
20141014,MA,0.00,100.00,42.62,0.00,0.00,0.00,2014-10-14,2014-10-20,1
20141007,MA,12.44,87.56,42.78,0.00,0.00,0.00,2014-10-07,2014-10-13,1
20140930,MA,12.44,87.56,42.78,0.00,0.00,0.00,2014-09-30,2014-10-06,1
20140923,MA,17.85,82.15,42.95,0.00,0.00,0.00,2014-09-23,2014-09-29,1
20140916,MA,43.61,56.39,0.00,0.00,0.00,0.00,2014-09-16,2014-09-22,1
20140909,MA,46.21,53.79,0.00,0.00,0.00,0.00,2014-09-09,2014-09-15,1
20140902,MA,50.01,49.99,0.00,0.00,0.00,0.00,2014-09-02,2014-09-08,1
20140826,MA,50.01,49.99,0.00,0.00,0.00,0.00,2014-08-26,2014-09-01,1
20140819,MA,50.01,49.99,0.00,0.00,0.00,0.00,2014-08-19,2014-08-25,1
20140812,MA,29.74,70.26,0.00,0.00,0.00,0.00,2014-08-12,2014-08-18,1
20140805,MA,29.74,70.26,0.00,0.00,0.00,0.00,2014-08-05,2014-08-11,1
20140729,MA,47.79,52.21,0.00,0.00,0.00,0.00,2014-07-29,2014-08-04,1
20140722,MA,47.79,52.21,0.00,0.00,0.00,0.00,2014-07-22,2014-07-28,1
20140715,MA,46.26,53.74,0.00,0.00,0.00,0.00,2014-07-15,2014-07-21,1
20140708,MA,48.45,51.55,0.00,0.00,0.00,0.00,2014-07-08,2014-07-14,1
20140701,MA,37.72,62.28,0.00,0.00,0.00,0.00,2014-07-01,2014-07-07,1
20140624,MA,80.43,19.57,0.00,0.00,0.00,0.00,2014-06-24,2014-06-30,1
20140617,MA,86.67,13.33,0.00,0.00,0.00,0.00,2014-06-17,2014-06-23,1
20140610,MA,86.67,13.33,0.00,0.00,0.00,0.00,2014-06-10,2014-06-16,1
20140603,MA,100.00,0.00,0.00,0.00,0.00,0.00,2014-06-03,2014-06-09,1
20140527,MA,100.00,0.00,0.00,0.00,0.00,0.00,2014-05-27,2014-06-02,1
20140520,MA,100.00,0.00,0.00,0.00,0.00,0.00,2014-05-20,2014-05-26,1
20140513,MA,100.00,0.00,0.00,0.00,0.00,0.00,2014-05-13,2014-05-19,1
20140506,MA,100.00,0.00,0.00,0.00,0.00,0.00,2014-05-06,2014-05-12,1
20140429,MA,100.00,0.00,0.00,0.00,0.00,0.00,2014-04-29,2014-05-05,1
20140422,MA,100.00,0.00,0.00,0.00,0.00,0.00,2014-04-22,2014-04-28,1
20140415,MA,100.00,0.00,0.00,0.00,0.00,0.00,2014-04-15,2014-04-21,1
20140408,MA,100.00,0.00,0.00,0.00,0.00,0.00,2014-04-08,2014-04-14,1
20140401,MA,100.00,0.00,0.00,0.00,0.00,0.00,2014-04-01,2014-04-07,1
20140325,MA,88.69,11.31,0.00,0.00,0.00,0.00,2014-03-25,2014-03-31,1
20140318,MA,88.69,11.31,0.00,0.00,0.00,0.00,2014-03-18,2014-03-24,1
20140311,MA,88.69,11.31,0.00,0.00,0.00,0.00,2014-03-11,2014-03-17,1
20140304,MA,88.69,11.31,0.00,0.00,0.00,0.00,2014-03-04,2014-03-10,1
20140225,MA,88.69,11.31,0.00,0.00,0.00,0.00,2014-02-25,2014-03-03,1
20140218,MA,41.40,58.60,0.00,0.00,0.00,0.00,2014-02-18,2014-02-24,1
20140211,MA,27.21,72.79,0.00,0.00,0.00,0.00,2014-02-11,2014-02-17,1
20140204,MA,38.05,61.95,0.00,0.00,0.00,0.00,2014-02-04,2014-02-10,1
20140128,MA,38.05,61.95,0.00,0.00,0.00,0.00,2014-01-28,2014-02-03,1
20140121,MA,38.05,61.95,0.00,0.00,0.00,0.00,2014-01-21,2014-01-27,1
20140114,MA,1.66,98.34,51.13,0.00,0.00,0.00,2014-01-14,2014-01-20,1
20140107,MA,0.00,100.00,77.46,0.00,0.00,0.00,2014-01-07,2014-01-13,1
20131231,MA,0.00,100.00,77.46,0.00,0.00,0.00,2013-12-31,2014-01-06,1
20131224,MA,0.00,100.00,84.51,0.00,0.00,0.00,2013-12-24,2013-12-30,1
20131217,MA,0.00,100.00,84.51,0.00,0.00,0.00,2013-12-17,2013-12-23,1
20131210,MA,0.70,99.30,84.51,0.00,0.00,0.00,2013-12-10,2013-12-16,1
20131203,MA,0.70,99.30,84.51,0.00,0.00,0.00,2013-12-03,2013-12-09,1
20131126,MA,0.01,99.99,84.51,0.00,0.00,0.00,2013-11-26,2013-12-02,1
20131119,MA,0.01,99.99,84.51,0.00,0.00,0.00,2013-11-19,2013-11-25,1
20131112,MA,1.67,98.33,77.47,0.00,0.00,0.00,2013-11-12,2013-11-18,1
20131105,MA,9.46,90.54,68.62,0.00,0.00,0.00,2013-11-05,2013-11-11,1
20131029,MA,9.34,90.66,68.62,0.00,0.00,0.00,2013-10-29,2013-11-04,1
20131022,MA,18.96,81.04,0.00,0.00,0.00,0.00,2013-10-22,2013-10-28,1
20131015,MA,18.96,81.04,0.00,0.00,0.00,0.00,2013-10-15,2013-10-21,1
20131008,MA,44.78,55.22,0.00,0.00,0.00,0.00,2013-10-08,2013-10-14,1
20131001,MA,44.78,55.22,0.00,0.00,0.00,0.00,2013-10-01,2013-10-07,1
20130924,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-09-24,2013-09-30,1
20130917,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-09-17,2013-09-23,1
20130910,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-09-10,2013-09-16,1
20130903,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-09-03,2013-09-09,1
20130827,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-08-27,2013-09-02,1
20130820,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-08-20,2013-08-26,1
20130813,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-08-13,2013-08-19,1
20130806,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-08-06,2013-08-12,1
20130730,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-07-30,2013-08-05,1
20130723,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-07-23,2013-07-29,1
20130716,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-07-16,2013-07-22,1
20130709,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-07-09,2013-07-15,1
20130702,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-07-02,2013-07-08,1
20130625,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-06-25,2013-07-01,1
20130618,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-06-18,2013-06-24,1
20130611,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-06-11,2013-06-17,1
20130604,MA,26.12,73.88,0.91,0.00,0.00,0.00,2013-06-04,2013-06-10,1
20130528,MA,9.10,90.90,0.91,0.00,0.00,0.00,2013-05-28,2013-06-03,1
20130521,MA,2.89,97.11,26.41,0.00,0.00,0.00,2013-05-21,2013-05-27,1
20130514,MA,8.69,91.31,26.41,0.00,0.00,0.00,2013-05-14,2013-05-20,1
20130507,MA,8.65,91.35,26.41,0.00,0.00,0.00,2013-05-07,2013-05-13,1
20130430,MA,44.02,55.98,0.00,0.00,0.00,0.00,2013-04-30,2013-05-06,1
20130423,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-04-23,2013-04-29,1
20130416,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-04-16,2013-04-22,1
20130409,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-04-09,2013-04-15,1
20130402,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-04-02,2013-04-08,1
20130326,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-03-26,2013-04-01,1
20130319,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-03-19,2013-03-25,1
20130312,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-03-12,2013-03-18,1
20130305,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-03-05,2013-03-11,1
20130226,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-02-26,2013-03-04,1
20130219,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-02-19,2013-02-25,1
20130212,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-02-12,2013-02-18,1
20130205,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-02-05,2013-02-11,1
20130129,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-01-29,2013-02-04,1
20130122,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-01-22,2013-01-28,1
20130115,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-01-15,2013-01-21,1
20130108,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-01-08,2013-01-14,1
20130101,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-01-01,2013-01-07,1
20121225,MA,100.00,0.00,0.00,0.00,0.00,0.00,2012-12-25,2012-12-31,1
20121218,MA,100.00,0.00,0.00,0.00,0.00,0.00,2012-12-18,2012-12-24,1
20121211,MA,100.00,0.00,0.00,0.00,0.00,0.00,2012-12-11,2012-12-17,1
20121204,MA,100.00,0.00,0.00,0.00,0.00,0.00,2012-12-04,2012-12-10,1
20121127,MA,100.00,0.00,0.00,0.00,0.00,0.00,2012-11-27,2012-12-03,1
20121120,MA,100.00,0.00,0.00,0.00,0.00,0.00,2012-11-20,2012-11-26,1
20121113,MA,100.00,0.00,0.00,0.00,0.00,0.00,2012-11-13,2012-11-19,1
20121106,MA,100.00,0.00,0.00,0.00,0.00,0.00,2012-11-06,2012-11-12,1
20121030,MA,100.00,0.00,0.00,0.00,0.00,0.00,2012-10-30,2012-11-05,1
20121023,MA,100.00,0.00,0.00,0.00,0.00,0.00,2012-10-23,2012-10-29,1
20121016,MA,100.00,0.00,0.00,0.00,0.00,0.00,2012-10-16,2012-10-22,1
20121009,MA,100.00,0.00,0.00,0.00,0.00,0.00,2012-10-09,2012-10-15,1
20121002,MA,100.00,0.00,0.00,0.00,0.00,0.00,2012-10-02,2012-10-08,1
20120925,MA,100.00,0.00,0.00,0.00,0.00,0.00,2012-09-25,2012-10-01,1
20120918,MA,1.99,98.01,0.00,0.00,0.00,0.00,2012-09-18,2012-09-24,1
20120911,MA,1.59,98.41,0.00,0.00,0.00,0.00,2012-09-11,2012-09-17,1
20120904,MA,1.59,98.41,0.00,0.00,0.00,0.00,2012-09-04,2012-09-10,1
20120828,MA,1.64,98.36,7.39,0.00,0.00,0.00,2012-08-28,2012-09-03,1
20120821,MA,1.26,98.74,7.39,0.00,0.00,0.00,2012-08-21,2012-08-27,1
20120814,MA,0.02,99.98,27.44,0.00,0.00,0.00,2012-08-14,2012-08-20,1
20120807,MA,0.02,99.98,27.44,0.00,0.00,0.00,2012-08-07,2012-08-13,1
20120731,MA,0.02,99.98,27.44,0.00,0.00,0.00,2012-07-31,2012-08-06,1
20120724,MA,0.02,99.98,27.44,0.00,0.00,0.00,2012-07-24,2012-07-30,1
20120717,MA,1.90,98.10,9.80,0.00,0.00,0.00,2012-07-17,2012-07-23,1
20120710,MA,82.54,17.46,0.00,0.00,0.00,0.00,2012-07-10,2012-07-16,1
20120703,MA,78.30,21.70,0.00,0.00,0.00,0.00,2012-07-03,2012-07-09,1
20120626,MA,78.30,21.70,0.00,0.00,0.00,0.00,2012-06-26,2012-07-02,1
20120619,MA,78.30,21.70,0.00,0.00,0.00,0.00,2012-06-19,2012-06-25,1
20120612,MA,78.30,21.70,0.00,0.00,0.00,0.00,2012-06-12,2012-06-18,1
20120605,MA,78.30,21.70,0.00,0.00,0.00,0.00,2012-06-05,2012-06-11,1
20120529,MA,1.42,98.58,21.99,0.00,0.00,0.00,2012-05-29,2012-06-04,1
20120522,MA,1.42,98.58,22.72,0.00,0.00,0.00,2012-05-22,2012-05-28,1
20120515,MA,1.33,98.67,70.82,0.00,0.00,0.00,2012-05-15,2012-05-21,1
20120508,MA,0.00,100.00,95.06,41.29,0.00,0.00,2012-05-08,2012-05-14,1
20120501,MA,0.00,100.00,95.06,41.29,0.00,0.00,2012-05-01,2012-05-07,1
20120424,MA,0.00,100.00,95.06,41.29,0.00,0.00,2012-04-24,2012-04-30,1
20120417,MA,0.00,100.00,99.31,77.42,0.00,0.00,2012-04-17,2012-04-23,1
20120410,MA,0.00,100.00,99.31,77.42,0.00,0.00,2012-04-10,2012-04-16,1
20120403,MA,0.00,100.00,97.75,0.00,0.00,0.00,2012-04-03,2012-04-09,1
20120327,MA,1.15,98.85,55.90,0.00,0.00,0.00,2012-03-27,2012-04-02,1
20120320,MA,1.91,98.09,21.32,0.00,0.00,0.00,2012-03-20,2012-03-26,1
20120313,MA,21.19,78.81,0.00,0.00,0.00,0.00,2012-03-13,2012-03-19,1
20120306,MA,84.07,15.93,0.00,0.00,0.00,0.00,2012-03-06,2012-03-12,1
20120228,MA,84.07,15.93,0.00,0.00,0.00,0.00,2012-02-28,2012-03-05,1
20120221,MA,84.07,15.93,0.00,0.00,0.00,0.00,2012-02-21,2012-02-27,1
20120214,MA,84.07,15.93,0.00,0.00,0.00,0.00,2012-02-14,2012-02-20,1
20120207,MA,100.00,0.00,0.00,0.00,0.00,0.00,2012-02-07,2012-02-13,1
20120131,MA,100.00,0.00,0.00,0.00,0.00,0.00,2012-01-31,2012-02-06,1
20120124,MA,100.00,0.00,0.00,0.00,0.00,0.00,2012-01-24,2012-01-30,1
20120117,MA,100.00,0.00,0.00,0.00,0.00,0.00,2012-01-17,2012-01-23,1
20120110,MA,100.00,0.00,0.00,0.00,0.00,0.00,2012-01-10,2012-01-16,1
20120103,MA,100.00,0.00,0.00,0.00,0.00,0.00,2012-01-03,2012-01-09,1
20111227,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-12-27,2012-01-02,1
20111220,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-12-20,2011-12-26,1
20111213,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-12-13,2011-12-19,1
20111206,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-12-06,2011-12-12,1
20111129,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-11-29,2011-12-05,1
20111122,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-11-22,2011-11-28,1
20111115,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-11-15,2011-11-21,1
20111108,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-11-08,2011-11-14,1
20111101,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-11-01,2011-11-07,1
20111025,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-10-25,2011-10-31,1
20111018,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-10-18,2011-10-24,1
20111011,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-10-11,2011-10-17,1
20111004,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-10-04,2011-10-10,1
20110927,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-09-27,2011-10-03,1
20110920,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-09-20,2011-09-26,1
20110913,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-09-13,2011-09-19,1
20110906,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-09-06,2011-09-12,1
20110830,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-08-30,2011-09-05,1
20110823,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-08-23,2011-08-29,1
20110816,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-08-16,2011-08-22,1
20110809,MA,99.87,0.13,0.00,0.00,0.00,0.00,2011-08-09,2011-08-15,1
20110802,MA,99.87,0.13,0.00,0.00,0.00,0.00,2011-08-02,2011-08-08,1
20110726,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-07-26,2011-08-01,1
20110719,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-07-19,2011-07-25,1
20110712,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-07-12,2011-07-18,1
20110705,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-07-05,2011-07-11,1
20110628,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-06-28,2011-07-04,1
20110621,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-06-21,2011-06-27,1
20110614,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-06-14,2011-06-20,1
20110607,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-06-07,2011-06-13,1
20110531,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-05-31,2011-06-06,1
20110524,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-05-24,2011-05-30,1
20110517,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-05-17,2011-05-23,1
20110510,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-05-10,2011-05-16,1
20110503,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-05-03,2011-05-09,1
20110426,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-04-26,2011-05-02,1
20110419,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-04-19,2011-04-25,1
20110412,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-04-12,2011-04-18,1
20110405,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-04-05,2011-04-11,1
20110329,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-03-29,2011-04-04,1
20110322,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-03-22,2011-03-28,1
20110315,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-03-15,2011-03-21,1
20110308,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-03-08,2011-03-14,1
20110301,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-03-01,2011-03-07,1
20110222,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-02-22,2011-02-28,1
20110215,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-02-15,2011-02-21,1
20110208,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-02-08,2011-02-14,1
20110201,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-02-01,2011-02-07,1
20110125,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-01-25,2011-01-31,1
20110118,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-01-18,2011-01-24,1
20110111,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-01-11,2011-01-17,1
20110104,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-01-04,2011-01-10,1
20101228,MA,100.00,0.00,0.00,0.00,0.00,0.00,2010-12-28,2011-01-03,1
20101221,MA,100.00,0.00,0.00,0.00,0.00,0.00,2010-12-21,2010-12-27,1
20101214,MA,100.00,0.00,0.00,0.00,0.00,0.00,2010-12-14,2010-12-20,1
20101207,MA,100.00,0.00,0.00,0.00,0.00,0.00,2010-12-07,2010-12-13,1
20101130,MA,100.00,0.00,0.00,0.00,0.00,0.00,2010-11-30,2010-12-06,1
20101123,MA,100.00,0.00,0.00,0.00,0.00,0.00,2010-11-23,2010-11-29,1
20101116,MA,100.00,0.00,0.00,0.00,0.00,0.00,2010-11-16,2010-11-22,1
20101109,MA,100.00,0.00,0.00,0.00,0.00,0.00,2010-11-09,2010-11-15,1
20101102,MA,88.99,11.01,0.00,0.00,0.00,0.00,2010-11-02,2010-11-08,1
20101026,MA,88.99,11.01,0.00,0.00,0.00,0.00,2010-10-26,2010-11-01,1
20101019,MA,88.99,11.01,0.00,0.00,0.00,0.00,2010-10-19,2010-10-25,1
20101012,MA,68.30,31.70,1.34,0.00,0.00,0.00,2010-10-12,2010-10-18,1
20101005,MA,68.30,31.70,1.34,0.00,0.00,0.00,2010-10-05,2010-10-11,1
20100928,MA,68.30,31.70,8.67,0.00,0.00,0.00,2010-09-28,2010-10-04,1
20100921,MA,68.30,31.70,8.67,0.00,0.00,0.00,2010-09-21,2010-09-27,1
20100914,MA,68.30,31.70,5.64,0.00,0.00,0.00,2010-09-14,2010-09-20,1
20100907,MA,69.28,30.72,0.00,0.00,0.00,0.00,2010-09-07,2010-09-13,1
20100831,MA,65.06,34.94,0.00,0.00,0.00,0.00,2010-08-31,2010-09-06,1
20100824,MA,0.98,99.02,0.00,0.00,0.00,0.00,2010-08-24,2010-08-30,1
20100817,MA,0.00,100.00,13.40,0.00,0.00,0.00,2010-08-17,2010-08-23,1
20100810,MA,25.50,74.50,0.00,0.00,0.00,0.00,2010-08-10,2010-08-16,1
20100803,MA,25.50,74.50,0.00,0.00,0.00,0.00,2010-08-03,2010-08-09,1
20100727,MA,31.92,68.08,0.00,0.00,0.00,0.00,2010-07-27,2010-08-02,1
20100720,MA,22.79,77.21,0.00,0.00,0.00,0.00,2010-07-20,2010-07-26,1
20100713,MA,99.89,0.11,0.00,0.00,0.00,0.00,2010-07-13,2010-07-19,1
20100706,MA,100.00,0.00,0.00,0.00,0.00,0.00,2010-07-06,2010-07-12,1
20100629,MA,100.00,0.00,0.00,0.00,0.00,0.00,2010-06-29,2010-07-05,1
20100622,MA,100.00,0.00,0.00,0.00,0.00,0.00,2010-06-22,2010-06-28,1
20100615,MA,100.00,0.00,0.00,0.00,0.00,0.00,2010-06-15,2010-06-21,1
20100608,MA,100.00,0.00,0.00,0.00,0.00,0.00,2010-06-08,2010-06-14,1
20100601,MA,48.06,51.94,0.00,0.00,0.00,0.00,2010-06-01,2010-06-07,1
20100525,MA,100.00,0.00,0.00,0.00,0.00,0.00,2010-05-25,2010-05-31,1
20100518,MA,100.00,0.00,0.00,0.00,0.00,0.00,2010-05-18,2010-05-24,1
20100511,MA,100.00,0.00,0.00,0.00,0.00,0.00,2010-05-11,2010-05-17,1
20100504,MA,100.00,0.00,0.00,0.00,0.00,0.00,2010-05-04,2010-05-10,1
20100427,MA,100.00,0.00,0.00,0.00,0.00,0.00,2010-04-27,2010-05-03,1
20100420,MA,100.00,0.00,0.00,0.00,0.00,0.00,2010-04-20,2010-04-26,1
20100413,MA,100.00,0.00,0.00,0.00,0.00,0.00,2010-04-13,2010-04-19,1
20100406,MA,100.00,0.00,0.00,0.00,0.00,0.00,2010-04-06,2010-04-12,1
20100330,MA,100.00,0.00,0.00,0.00,0.00,0.00,2010-03-30,2010-04-05,1
20100323,MA,100.00,0.00,0.00,0.00,0.00,0.00,2010-03-23,2010-03-29,1
20100316,MA,100.00,0.00,0.00,0.00,0.00,0.00,2010-03-16,2010-03-22,1
20100309,MA,100.00,0.00,0.00,0.00,0.00,0.00,2010-03-09,2010-03-15,1
20100302,MA,100.00,0.00,0.00,0.00,0.00,0.00,2010-03-02,2010-03-08,1
20100223,MA,100.00,0.00,0.00,0.00,0.00,0.00,2010-02-23,2010-03-01,1
20100216,MA,100.00,0.00,0.00,0.00,0.00,0.00,2010-02-16,2010-02-22,1
20100209,MA,100.00,0.00,0.00,0.00,0.00,0.00,2010-02-09,2010-02-15,1
20100202,MA,100.00,0.00,0.00,0.00,0.00,0.00,2010-02-02,2010-02-08,1
20100126,MA,100.00,0.00,0.00,0.00,0.00,0.00,2010-01-26,2010-02-01,1
20100119,MA,100.00,0.00,0.00,0.00,0.00,0.00,2010-01-19,2010-01-25,1
20100112,MA,100.00,0.00,0.00,0.00,0.00,0.00,2010-01-12,2010-01-18,1
20100105,MA,100.00,0.00,0.00,0.00,0.00,0.00,2010-01-05,2010-01-11,1
20091229,MA,100.00,0.00,0.00,0.00,0.00,0.00,2009-12-29,2010-01-04,1
20091222,MA,100.00,0.00,0.00,0.00,0.00,0.00,2009-12-22,2009-12-28,1
20091215,MA,100.00,0.00,0.00,0.00,0.00,0.00,2009-12-15,2009-12-21,1
20091208,MA,100.00,0.00,0.00,0.00,0.00,0.00,2009-12-08,2009-12-14,1
20091201,MA,100.00,0.00,0.00,0.00,0.00,0.00,2009-12-01,2009-12-07,1
20091124,MA,100.00,0.00,0.00,0.00,0.00,0.00,2009-11-24,2009-11-30,1
20091117,MA,100.00,0.00,0.00,0.00,0.00,0.00,2009-11-17,2009-11-23,1
20091110,MA,100.00,0.00,0.00,0.00,0.00,0.00,2009-11-10,2009-11-16,1
20091103,MA,100.00,0.00,0.00,0.00,0.00,0.00,2009-11-03,2009-11-09,1
20091027,MA,100.00,0.00,0.00,0.00,0.00,0.00,2009-10-27,2009-11-02,1
20091020,MA,100.00,0.00,0.00,0.00,0.00,0.00,2009-10-20,2009-10-26,1
20091013,MA,100.00,0.00,0.00,0.00,0.00,0.00,2009-10-13,2009-10-19,1
